DATE.ADDED.TO.CATALOG	PUBMEDID	FIRST.AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE.TRAIT	INITIAL.SAMPLE.SIZE	REPLICATION.SAMPLE.SIZE	REGION	CHR_ID	CHR_POS	REPORTED.GENE.S.	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST.SNP.RISK.ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK.ALLELE.FREQUENCY	P.VALUE	PVALUE_MLOG	P.VALUE..TEXT.	OR.or.BETA	X95..CI..TEXT.	PLATFORM..SNPS.PASSING.QC.	CNV
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	5q21.1	5	100966102	NR	ST8SIA4 - RN7SL802P	ENSG00000113532	ENSG00000277506		62820	615728	rs17161553-C	rs17161553	0	17161553	intergenic_variant	1	0.00759786255756579	1e-06	6	(IGP26)	1.6947	[1.01-2.38] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	22q13.1	22	39463164	MGAT3, TAB1, CACNA1I, SYNGR1	MGAT3			ENSG00000128268	NA	NA	rs909674-C	rs909674	0	909674	intron_variant	0	0.299146468388246	2e-10	9.69897000433602	(IGP62)	0.2148	[0.15-0.28] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	17q21.32	17	47232327	NR	MYL4 - ITGB3	ENSG00000198336	ENSG00000259207		8648	21519	rs11079764-G	rs11079764	0	11079764	intergenic_variant	1	0.51337114610245	5e-06	5.30102999566398	(IGP63)	0.1833	[0.1-0.26] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	3p13	3	72460120	NR	RYBP - AC104435.2	ENSG00000281766	ENSG00000244345		13499	44686	rs11128271-C	rs11128271	0	11128271	intergenic_variant	1	0.936242533184855	6e-06	5.22184874961636	(IGP63)	0.3063	[0.17-0.44] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	14q23.3	14	65308977	FUT8	AL355076.2			ENSG00000258760	NA	NA	rs11847263-G	rs11847263	0	11847263	intron_variant	0	0.393668566146993	3e-08	7.52287874528034	(IGP63)	0.1747	[0.11-0.24] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	2q14.3	2	124499159	NR	CNTNAP5			ENSG00000155052	NA	NA	rs11899928-C	rs11899928	0	11899928	intron_variant	0	0.0215184841870824	8e-06	5.09691001300806	(IGP63)	0.6871	[0.39-0.99] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	21q22.3	21	42093370	NR	UMODL1			ENSG00000177398	NA	NA	rs1475911-C	rs1475911	0	1475911	intron_variant	0	0.154651563028953	9e-06	5.04575749056067	(IGP63)	0.2012	[0.11-0.29] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	8p22	8	12834362	NR	LINC00681 - TRMT9B	ENSG00000255494	ENSG00000250305		16071	111280	rs17120471-C	rs17120471	0	17120471	intergenic_variant	1	0.101965395991091	6e-06	5.22184874961636	(IGP63)	0.2366	[0.13-0.34] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	22q11.23	22	23828809	SMARCB1, DERL3	SMARCB1, SMARCB1			ENSG00000099956, ENSG00000275837	NA	NA	rs2186369-G	rs2186369	0	2186369	intron_variant	0	0.189663332739421	4e-09	8.39794000867204	(IGP63)	0.2445	[0.16-0.33] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	16q24.1	16	86647390	NR	AC009154.1			ENSG00000261161	NA	NA	rs300032-G	rs300032	0	300032	intron_variant	0	0.146304785746102	9e-08	7.04575749056067	(IGP63)	0.2433	[0.15-0.33] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	1p22.1	1	94256104	NR	ARHGAP29, ARHGAP29-AS1			ENSG00000137962, ENSG00000226835	NA	NA	rs12750249-C	rs12750249	0	12750249	intron_variant	0	0.256632781737194	4e-06	5.39794000867204	(IGP32)	0.165	[0.095-0.235] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	8q24.23	8	136837768	NR	LINC02055			ENSG00000254101	NA	NA	rs16906415-G	rs16906415	0	16906415	intron_variant	0	0.107822580400891	6e-06	5.22184874961636	(IGP32)	0.2296	[0.13-0.33] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	5p14.1	5	25419980	NR	AC022140.1			ENSG00000248605	NA	NA	rs1904173-G	rs1904173	0	1904173	intron_variant	0	0.86006371714922	7e-06	5.15490195998574	(IGP32)	0.201	[0.11-0.29] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	11q23.2	11	114516380	NR	NXPE2P1 - AC020549.3	ENSG00000255982	ENSG00000270204		2949	1484	rs4466877-G	rs4466877	0	4466877	intergenic_variant	1	0.880799535011136	9e-07	6.04575749056067	(IGP32)	0.2413	[0.15-0.34] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	20p11.23	20	20653462	NR	RALGAPA2			ENSG00000188559	NA	NA	rs6132333-C	rs6132333	0	6132333	intron_variant	0	0.0250837167483296	3e-06	5.52287874528034	(IGP32)	0.5085	[0.29-0.72] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	6q23.1	6	130565292	NR	TMEM200A - Y_RNA	ENSG00000164484	ENSG00000265852		122229	8704	rs9492645-G	rs9492645	0	9492645	intergenic_variant	1	0.947434826924789	5e-06	5.30102999566398	(IGP8)	0.3363	[0.19-0.48] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	1p31.1	1	78711183	NR	AC104837.2 - AC104837.1	ENSG00000238015	ENSG00000235400		44488	37890	rs4650376-C	rs4650376	0	4650376	intergenic_variant	1	0.126317908441268	2e-06	5.69897000433602	(IGP21)	0.2355	[0.14-0.33] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	8q24.22	8	131318469	NR	AC104257.1 - SNORA72	ENSG00000253507	ENSG00000207249		837	114307	rs10108033-C	rs10108033	0	10108033	intergenic_variant	1	0.990183	3e-06	5.52287874528034	(IGP22)	2.8474	[1.65-4.05] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	9p21.1	9	33125806	NR	B4GALT1			ENSG00000086062	NA	NA	rs10758189-C	rs10758189	0	10758189	intron_variant	0	0.31099528984862	2e-06	5.69897000433602	(IGP22)	0.1679	[0.099-0.236] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	11p14.3	11	25468936	NR	AC087373.1 - RPL36AP40	ENSG00000255368	ENSG00000240298		327913	119539	rs10834691-G	rs10834691	0	10834691	intergenic_variant	1	0.459134585485307	4e-06	5.39794000867204	(IGP22)	0.1479	[0.085-0.211] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	3q27.3	3	187008099	ST6GAL1	ST6GAL1			ENSG00000073849	NA	NA	rs11710456-G	rs11710456	0	11710456	intron_variant	0	0.698789225734639	9e-07	6.04575749056067	(IGP22)	0.1723	[0.1-0.24] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	6q13	6	70031317	NR	COL19A1			ENSG00000082293	NA	NA	rs3793039-G	rs3793039	0	3793039	intron_variant	0	0.25306153873553	2e-06	5.69897000433602	(IGP22)	0.2388	[0.14-0.34] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	20q12	20	40842787	NR	AL035665.2 - RNA5SP484	ENSG00000286972	ENSG00000238908		84151	11332	rs6072161-C	rs6072161	0	6072161	intergenic_variant	1	0.573146759127338	3e-07	6.52287874528034	(IGP22)	0.1589	[0.098-0.22] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	14q24.3	14	74860740	NR	PROX2			ENSG00000119608	NA	NA	rs722599-C	rs722599	0	722599	intron_variant	0	0.4301501460374	8e-06	5.09691001300806	(IGP22)	0.1395	[0.078-0.201] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	22q13.1	22	39463164	MGAT3, TAB1, CACNA1I, SYNGR1	MGAT3			ENSG00000128268	NA	NA	rs909674-C	rs909674	0	909674	intron_variant	0	0.298923567230632	5e-10	9.30102999566398	(IGP22)	0.2099	[0.14-0.28] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	4p15.33	4	12578222	NR	RNU6-578P - ECM1P2	ENSG00000212282	ENSG00000249995		265532	60864	rs10002492-G	rs10002492	0	10002492	intergenic_variant	1	0.167227182224207	8e-06	5.09691001300806	(IGP23)	0.1837	[0.1-0.26] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	3q27.3	3	187008099	ST6GAL1	ST6GAL1			ENSG00000073849	NA	NA	rs11710456-G	rs11710456	0	11710456	intron_variant	0	0.699064071907101	6e-11	10.2218487496164	(IGP23)	0.2297	[0.16-0.3] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	7p12.1	7	53059866	NR	POM121L12 - HAUS6P1	ENSG00000221900	ENSG00000227344		22941	127522	rs1174864-G	rs1174864	0	1174864	intergenic_variant	1	0.49190341581063	5e-06	5.30102999566398	(IGP23)	0.1417	[0.081-0.203] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	17q25.1	17	73811574	NR	LINC00469			ENSG00000177338	NA	NA	rs12451840-C	rs12451840	0	12451840	intron_variant	0	0.0417941590759076	3e-06	5.52287874528034	(IGP23)	0.7321	[0.42-1.04] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	3p13	3	71364894	NR	AC097634.4, FOXP1			ENSG00000285708, ENSG00000114861	NA	NA	rs13072512-G	rs13072512	0	13072512	intron_variant	0	0.576619429209469	6e-06	5.22184874961636	(IGP23)	0.1484	[0.084-0.212] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	20p11.23	20	20653462	NR	RALGAPA2			ENSG00000188559	NA	NA	rs6132333-C	rs6132333	0	6132333	intron_variant	0	0.0251507142920947	1e-06	6	(IGP23)	0.5267	[0.31-0.74] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	10q24.1	10	97148976	NR	SLIT1			ENSG00000187122	NA	NA	rs7072055-C	rs7072055	0	7072055	intron_variant	0	0.831620998660116	2e-06	5.69897000433602	(IGP23)	0.2045	[0.12-0.29] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	11p15.1	11	19030325	NR	MRGPRX9P			ENSG00000255424	NA	NA	rs7111562-C	rs7111562	0	7111562	non_coding_transcript_exon_variant	0	0.140150397945511	4e-07	6.39794000867204	(IGP23)	0.2417	[0.15-0.34] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	6p21.33	6	31218249	NR	HCG27 - AL662844.1	ENSG00000220890	ENSG00000255726		14281	4664	rs9263963-T	rs9263963	0	9263963	regulatory_region_variant	1	0.113293342563644	1e-06	6	(IGP23)	0.2567	[0.15-0.36] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	7p14.1	7	39081900	NR	POU6F2			ENSG00000106536	NA	NA	rs10464366-T	rs10464366	0	10464366	intron_variant	0	0.23005360311804	3e-06	5.52287874528034	(IGP24)	0.1748	[0.1-0.25] unit decrease	Illumina [~ 2500000] (imputed)	N
2011-04-11	21423719	Speliotes EK	2011-03-10	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21423719	Genome-wide association analysis identifies variants associated with nonalcoholic fatty liver disease that have distinct effects on metabolic traits.	Nonalcoholic fatty liver disease	880 Amish individuals, 6,296 European ancestry individuals	592 European ancestry cases, 1,405 European ancestry controls	22q13.31	22	43928847	PNPLA3	PNPLA3			ENSG00000100344	NA	NA	rs738409-G	rs738409	0	738409	missense_variant	0	0.23	4e-34	33.397940008672	(GOLD)	0.26	[0.22-0.30] unit increase	Affymetrix, Illumina [~ 2400000] (imputed)	N
2008-07-11	18594024	Sarasquete ME	2008-07-01	Blood	www.ncbi.nlm.nih.gov/pubmed/18594024	Bisphosphonate-related osteonecrosis of the jaw is associated with polymorphisms of the cytochrome P450 CYP2C8 in multiple myeloma: a genome-wide single nucleotide polymorphism analysis.	Osteonecrosis of the jaw	22 European ancestry cases, 65 European ancestry controls	NA	10q23.33	10	95038791	CYP2C8	CYP2C8			ENSG00000138115	NA	NA	rs1934951-T	rs1934951	0	1934951	intron_variant	0	0.12	1e-06	6		12.75	[3.7-43.5]	Affymetrix [339972]	N
2008-11-12	18849993	Stacey SN	2008-10-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18849993	Common variants on 1p36 and 1q42 are associated with cutaneous basal cell carcinoma but not with melanoma or pigmentation traits.	Basal cell carcinoma	930 European ancestry cases, 33,117 European ancestry controls	1,216 European ancestry cases, 2,844 European ancestry controls	1p36.13	1	17395867	RCC2, ARHGEF10L, PADI4, PADI6	PADI6, PADI6			ENSG00000280949, ENSG00000276747	NA	NA	rs7538876-A	rs7538876	0	7538876	intron_variant	0	0.35	4e-12	11.397940008672		1.28	[1.19-1.37]	Illumina [304083]	N
2008-11-12	18849993	Stacey SN	2008-10-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18849993	Common variants on 1p36 and 1q42 are associated with cutaneous basal cell carcinoma but not with melanoma or pigmentation traits.	Basal cell carcinoma	930 European ancestry cases, 33,117 European ancestry controls	1,216 European ancestry cases, 2,844 European ancestry controls	1q42.13	1	228862088	RHOU	AL078624.1 - LINC02815	ENSG00000271399	ENSG00000282111		3532	160685	rs801114-G	rs801114	0	801114	intergenic_variant	1	0.33	6e-12	11.2218487496164		1.28	[1.19-1.37]	Illumina [304083]	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	13q14.3	13	51150528	NR	C13orf42			ENSG00000226792	NA	NA	rs7325564-C	rs7325564	0	7325564	intron_variant	0	0.748729805345211	5e-06	5.30102999566398	(IGP9)	0.2463	[0.14-0.35] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	22q13.1	22	39463164	MGAT3, TAB1, CACNA1I, SYNGR1	MGAT3			ENSG00000128268	NA	NA	rs909674-C	rs909674	0	909674	intron_variant	0	0.299056983073497	3e-09	8.52287874528034	(IGP9)	0.2011	[0.13-0.27] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	12q15	12	70895776	NR	PTPRR			ENSG00000153233	NA	NA	rs4760854-G	rs4760854	0	4760854	intron_variant	0	0.270106625167935	9e-06	5.04575749056067	(IGP11)	0.1574	[0.088-0.227] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	8p23.2	8	2962287	NR	CSMD1			ENSG00000183117	NA	NA	rs4875857-C	rs4875857	0	4875857	intron_variant	0	0.177865535602329	5e-06	5.30102999566398	(IGP11)	0.1846	[0.11-0.26] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	7q31.1	7	113009359	NR	AC018464.1 - AC073346.2	ENSG00000234520	ENSG00000279288		13682	65765	rs6969802-G	rs6969802	0	6969802	intergenic_variant	1	0.0792205338110166	5e-06	5.30102999566398	(IGP11)	0.2608	[0.15-0.37] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	13q21.31	13	62356167	NR	LINC00459 - AL356102.1	ENSG00000229307	ENSG00000276586		27334	41478	rs9563960-G	rs9563960	0	9563960	intergenic_variant	1	0.296353501567398	7e-06	5.15490195998574	(IGP11)	0.1546	[0.087-0.222] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	10q24.1	10	95541247	NR	SORBS1			ENSG00000095637	NA	NA	rs11188352-G	rs11188352	0	11188352	intron_variant	0	0.042712513900135	6e-06	5.22184874961636	(IGP12)	0.4192	[0.24-0.6] unit increase	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	3q27.3	3	187008099	ST6GAL1	ST6GAL1			ENSG00000073849	NA	NA	rs11710456-G	rs11710456	0	11710456	intron_variant	0	0.699626190283401	5e-06	5.30102999566398	(IGP12)	0.1589	[0.09-0.227] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	3q27.3	3	187014891	NR	ST6GAL1			ENSG00000073849	NA	NA	rs17776120-C	rs17776120	0	17776120	intron_variant	0	0.637453049482681	2e-06	5.69897000433602	(IGP12)	0.1649	[0.097-0.233] unit decrease	Illumina [~ 2500000] (imputed)	N
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	15q25.1	15	79721080	NR	AC023968.1 - AC026826.3	ENSG00000259208	ENSG00000260674		52264	22231	rs2692194-G	rs2692194	0	2692194	intergenic_variant	1	0.626112833558255	9e-06	5.04575749056067	(IGP12)	0.1502	[0.084-0.217] unit decrease	Illumina [~ 2500000] (imputed)	N
